instnm,Instructional staff on 9  10  11 or 12 month contract-total (SAL2023_IS  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2023_IS  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2023_IS  Professor),Average salary for instructional staff on 9-month contract-women (SAL2023_IS  Professor),Average salary for instructional staff on 9-month contract-total (SAL2023_IS  Professor),Average salary for instructional staff on 9-month contract-men (SAL2023_IS  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2023_IS  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2023_IS  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2023_IS  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2023_IS  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2023_IS  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2023_IS  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2023_IS  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2023_IS  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2023_IS  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2023_IS  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2023_IS  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2023_IS  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2022_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2022_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2022_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2022_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2022_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2022_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2022_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2022_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2022_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2022_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2022_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2022_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2022_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2022_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2022_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2022_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2022_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2022_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2021_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2021_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2021_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2021_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2021_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2021_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2021_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2021_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2021_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2021_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2021_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2021_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2021_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2021_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2021_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2021_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2021_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2021_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2020_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2020_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2020_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2020_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2020_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2020_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2020_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2020_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2020_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2020_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2020_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2020_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2020_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2020_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2020_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2020_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2020_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2020_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2019_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2019_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2019_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2019_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2019_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2019_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2019_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2019_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2019_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2019_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2019_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2019_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2019_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2019_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2019_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2019_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2019_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2019_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2018_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2018_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2018_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2018_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2018_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2018_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2018_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2018_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2018_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2018_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2018_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2018_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2018_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2018_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2018_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2018_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2018_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2018_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2017_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2017_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2017_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2017_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2017_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2017_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2017_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2017_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2017_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2017_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2017_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2017_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2017_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2017_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2017_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2017_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2017_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2017_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2016_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2016_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2016_IS_RV  Professor),Average salary for instructional staff on 9-month contract-women (SAL2016_IS_RV  Professor),Average salary for instructional staff on 9-month contract-total (SAL2016_IS_RV  Professor),Average salary for instructional staff on 9-month contract-men (SAL2016_IS_RV  Professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2016_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2016_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2016_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-women (SAL2016_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-total (SAL2016_IS_RV  Associate professor),Average salary for instructional staff on 9-month contract-men (SAL2016_IS_RV  Associate professor),Instructional staff on 9  10  11 or 12 month contract-total (SAL2016_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-men (SAL2016_IS_RV  Assistant professor),Instructional staff on 9  10  11 or 12 month contract-women (SAL2016_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-women (SAL2016_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-total (SAL2016_IS_RV  Assistant professor),Average salary for instructional staff on 9-month contract-men (SAL2016_IS_RV  Assistant professor)
Boston University,505,360,145,196444,214219,220801,352,189,163,150734,152292,153441,333,180,153,122972,126719,129751,502,364,138,189919,205317,210955,344,188,156,146072,148009,149408,306,172,134,116962,121729,125280,486,359,127,190962,203453,207616,347,195,152,140481,141644,142444,284,148,136,111884,117696,122487,492,366,126,186902,196390,199387,365,203,162,133729,135648,137064,305,162,143,105179,110755,115095,502,379,123,190486,196503,198305,368,203,165,131473,134190,136224,307,159,148,107497,112081,115800,507,393,114,184640,188694,189786,357,195,162,128826,130300,131441,312,165,147,106606,109844,112436,519,399,120,178138,182504,183732,341,190,151,122589,123841,124774,321,174,147,103833,105844,107443,515,398,117,170844,176477,177990,346,195,151,117684,118646,119335,302,165,137,99788,102450,104447
